2011.03.17,78.746
2011.03.17,78.852
2011.03.17,78.941
2011.03.17,79.154
2011.03.17,78.983
2011.03.17,79.06
2011.03.17,79.057
2011.03.17,79.097
2011.03.17,78.928
2011.03.17,78.885
2011.03.17,78.879
2011.03.18,78.949
2011.03.18,79.094
2011.03.18,79.285
2011.03.18,79.168
2011.03.18,79.192
2011.03.18,79.554
2011.03.18,81.426
2011.03.18,81.273
2011.03.18,81.227
2011.03.18,81.287
2011.03.18,81.423
2011.03.18,81.58
2011.03.18,81.767
2011.03.18,81.805
2011.03.18,81.728
2011.03.18,81.757
2011.03.18,81.833
2011.03.18,81.736
2011.03.18,81.703
2011.03.18,81.893
2011.03.18,81.786
2011.03.18,81.698
2011.03.18,81.634
2011.03.18,81.255
2011.03.18,81.31
2011.03.18,81.459
2011.03.18,81.432
2011.03.18,81.471
2011.03.18,81.43
2011.03.18,81.571
2011.03.18,81.364
2011.03.18,81.306
2011.03.18,81.157
2011.03.18,80.993
2011.03.18,81.213
2011.03.18,81.041
2011.03.18,81.03
2011.03.18,81.134
2011.03.18,81.084
2011.03.18,81.037
2011.03.18,80.97
2011.03.18,80.83
2011.03.18,80.805
2011.03.18,80.97
2011.03.18,80.841
2011.03.18,80.757
2011.03.18,80.575
2011.03.18,80.584
2011.03.19,80.582
2011.03.21,80.827
2011.03.21,80.999
2011.03.21,80.89
2011.03.21,80.96
2011.03.21,80.947
2011.03.21,80.934
2011.03.21,80.93
2011.03.21,80.888
2011.03.21,80.889
2011.03.21,80.943
2011.03.21,80.937
2011.03.21,80.922
2011.03.21,80.937
2011.03.21,80.958
2011.03.21,80.946
2011.03.21,80.912
2011.03.21,80.927
2011.03.21,81.107
2011.03.21,81.133
2011.03.21,81.142
2011.03.21,81.167
2011.03.21,81.192
2011.03.21,81.263
2011.03.21,81.241
2011.03.21,81.271
2011.03.21,81.237
2011.03.21,81.1
2011.03.21,80.99
2011.03.21,81.083
2011.03.21,81.22
2011.03.21,81.139
2011.03.21,81.109
2011.03.21,81.08
2011.03.21,81.109
2011.03.21,81.004
2011.03.21,80.978
2011.03.21,80.937
2011.03.21,81.015
2011.03.21,80.972
2011.03.21,81.062
2011.03.21,81.025
2011.03.21,81.038
2011.03.21,81.047
2011.03.21,81.014
2011.03.22,81.092
2011.03.22,81.113
2011.03.22,81.132
2011.03.22,81.248
2011.03.22,81.181
2011.03.22,81.225
2011.03.22,81.136
2011.03.22,81.046
2011.03.22,81.03
2011.03.22,80.97
2011.03.22,81.026
2011.03.22,80.928
2011.03.22,80.969
2011.03.22,80.976
2011.03.22,80.969
2011.03.22,80.976
2011.03.22,80.851
2011.03.22,80.915
2011.03.22,80.886
2011.03.22,80.919
2011.03.22,80.904
2011.03.22,81.008
2011.03.22,81.049
2011.03.22,81.065
2011.03.22,81.112
2011.03.22,81.076
